S/N,Original_Agency,Department,Original_Job_Title,Task_Line,AI_Integration_Probability_Percent,AI_Integration_Skill_Level,AI_Integration_Reasoning,Tool_1,Tool_2,Tool_3,Tool_1_Similarity,Tool_2_Similarity,Tool_3_Similarity,Tool_1_Desc,Tool_2_Desc,Tool_3_Desc,Subtask_1,Subtask_2,Subtask_3,LLM_Confidence_Score
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME",Ability to work independently and as a team with internal and external stakeholders at all levels.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","Strong networking, analytical and communication skills.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","Ability to develop new plans and initiatives, including the use of technology in learning.",40,Medium,"AI can support the development of new plans and initiatives by providing insights and recommendations, but human creativity and strategic thinking are essential.",Pair,SENSE,MAESTRO,0.382270002,0.3602891,0.34752867,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Identify gaps and opportunities in current learning processes and outcomes.,"Design innovative plans and initiatives to address identified gaps, incorporating technology where appropriate.",Evaluate the feasibility and potential impact of proposed plans and initiatives on learning objectives.,0.8
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment.",0,NA,This is not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","You will be involved in the design of curriculum, development and curation of instructional content and delivery of learning programmes, to uplift the capabilities of LTA staff. This includes performing Training Needs Analysis to identify competency gaps. In addition you may also be required to develop Blended learning programmes.",50,Medium,"AI can assist in curriculum design, content curation, and performing Training Needs Analysis through data analysis and automation tools. However, human expertise is required for final validation and delivery.",Pair,SENSE,GovText,0.433094207,0.387224144,0.346853723,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,GovText accelerates text-related multimodal AI adoption across government by providing reusable platform services and products.,Conduct Training Needs Analysis to identify competency gaps among LTA staff.,Design curriculum and curate instructional content tailored to address identified competency gaps.,Develop and deliver blended learning programmes to enhance staff capabilities.,0.8
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","You will collaborate with key stakeholders such as in-house specialists within LTA, other Public Sector agencies, local and foreign Institutes of Higher Learning (IHLs), professional associations and training providers in the course of your work.",20,Medium,"AI can facilitate collaboration through tools like automated scheduling, communication platforms, and data sharing, but human interaction and relationship management are critical.",Pair,SENSE,MAESTRO,0.473337786,0.398504779,0.356466786,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Engage in discussions with in-house specialists within LTA to align on project objectives and requirements.,Coordinate with other Public Sector agencies to ensure inter-agency collaboration and resource sharing.,"Establish partnerships with local and foreign IHLs, professional associations, and training providers to leverage expertise and training opportunities.",0.8
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","You will review and enhance existing training programmes (including sourcing of suitable content that is already available) and oversee the administration and management of training programmes, including management reporting for training effectiveness of programmes, return of investment on training, trainer and resource management, financial reporting etc. You will also be expected to perform some facilitation work in class, and codify/document knowledge for use in LTAAâ€™s programmes.",60,High,"AI can automate the review and enhancement of training programmes, analyze training effectiveness, calculate ROI, and assist in codifying knowledge. Human oversight is still required for facilitation and final decision-making.",Pair,READ,SENSE,0.455218786,0.37792142,0.37532664,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,An AI data assistant that enables non-technical users to analyse datasets easily.,Review and improve existing training programmes by evaluating their content and sourcing suitable materials to enhance their effectiveness.,"Oversee the administration and management of training programmes, including tracking training effectiveness, managing trainers and resources, and preparing financial and management reports.",Facilitate training sessions and document knowledge for integration into LTAAâ€™s programmes.,0.8
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES",Tertiary qualification in Civil / Structural Engineering or equivalent,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES",At least 3 years of relevant experience in Civil / Structural Engineering design with knowledge in structural design and construction of underground engineering works / bridges / rail,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES",Keen interest in land transport infrastructure projects,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES","Good analytical, communication and interpersonal skills",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES",Candidates with strong relevant years of experience will be considered for senior roles,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES","As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment.",0,NA,This is not a task,,,,,,,,,,,,,0.9
134,Land Transport Authority,Engineering,"[LTA-IDE] EXECUTIVE ENGINEER, BRIDGE ENGG & STRUCTURES",You will be involved in the planning and design development of bridge engineering and structures projects.,40,Medium,"AI can assist in planning and design development through simulation tools and design software, but human expertise is required for decision-making and customization.",Pair,SENSE,READ,0.349023936,0.34336477,0.316108941,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-powered solution that streamlines document handling and verification.,Conduct feasibility studies and site assessments to determine project requirements and constraints.,Develop detailed design plans and specifications for bridge engineering and structural components.,Collaborate with stakeholders to ensure compliance with regulatory standards and project objectives.,0.8
